"customerid","tenure","monthlycharges","ltv"
"3001-UNBTL",29,"103.95","3014.55"
"5982-PSMKW",23,"91.1","2095.3"
"3507-GASNP",60,"19.95","1197.00"
"7096-ZNBZI",72,"26.45","1904.40"
"1902-XBTFB",22,"89.4","1966.8"
"1676-MQAOA",72,"75.1","5407.2"
"0786-IVLAW",66,"108.1","7134.6"
"7566-DSRLQ",72,"110.15","7930.80"
"0643-OKLRP",47,"80.35","3776.45"
"7245-JMTTQ",51,"111.5","5686.5"
"6050-IJRHS",70,"106.5","7455.0"
"6202-JVYEU",9,"19.9","179.1"
"8591-TKMZH",59,"111.1","6554.9"
"0734-OXWBT",3,"70.7","212.1"
"4282-ACRXS",38,"24.85","944.30"
"0365-TRTPY",37,"91.2","3374.4"
"7349-ALMUX",37,"65.6","2427.2"
"9381-NDKME",24,"40.65","975.60"
"6502-KUGLL",14,"59.45","832.30"
"1841-YSJGV",72,"109.95","7916.40"
"2794-XIMMO",53,"60.45","3203.85"
"8382-SHQEH",8,"84.9","679.2"
"3511-BFTJW",72,"38.5","2772.0"
"7668-XCFYV",17,"92.55","1573.35"
"2983-ZANRP",2,"73.55","147.10"
"7845-URHJN",8,"20.15","161.20"
"3034-ZBEQN",48,"34.7","1665.6"
"5018-HEKFO",10,"24.5","245.0"
"3976-NLDEZ",1,"20.6","20.6"
"2282-YGNOR",29,"58","1682"
"5336-UFNZP",65,"107.45","6984.25"
"6854-EXGSF",8,"65.5","524.0"
"1241-EZFMJ",61,"25.45","1552.45"
"9233-PSYHO",45,"100.15","4506.75"
"5376-PCKNB",72,"104.45","7520.40"
"8044-BGWPI",12,"21.15","253.80"
"4060-LDNLU",7,"96.2","673.4"
"3589-PPVKW",9,"44.4","399.6"
"8327-LZKAS",43,"107.55","4624.65"
"5887-IKKYO",58,"94.35","5472.30"
"1075-BGWOH",16,"98.75","1580.00"
"1755-RMCXH",2,"20.3","40.6"
"0302-JOIVN",8,"101.15","809.20"
"3858-XHYJO",40,"105.75","4230.00"
"4299-SIMNS",9,"81.15","730.35"
"7025-IWFHT",41,"89.55","3671.55"
"6261-LHRTG",26,"54.75","1423.50"
"7841-FCRQD",33,"53.75","1773.75"
"2056-EVGZL",68,"105.75","7191.00"
"8777-MBMTS",65,"105.85","6880.25"
"7753-USQYQ",55,"64.2","3531.0"
"5366-IJEQJ",20,"88.7","1774.0"
"7661-CPURM",19,"87.7","1666.3"
"6233-HXJMX",45,"89.3","4018.5"
"5902-WBLSE",70,"20.15","1410.50"
"1981-INRFU",2,"79.75","159.50"
"4971-PUYQO",27,"94.55","2552.85"
"3239-TPHPZ",12,"20.05","240.60"
"5115-GZDEL",72,"67.2","4838.4"
"3338-CVVEH",12,"94.55","1134.60"
"8485-GJCDN",5,"69.05","345.25"
"2615-YVMYX",71,"107.5","7632.5"
"2851-STERV",35,"73","2555"
"4393-GEADV",70,"114.75","8032.50"
"8486-AYEQH",31,"76.05","2357.55"
"1527-SXDPN",52,"96.25","5005.00"
"6029-WTIPC",37,"101.1","3740.7"
"8634-CILSZ",69,"104.7","7224.3"
"5419-JKZNQ",30,"77.9","2337.0"
"2495-KZNFB",33,"90.65","2991.45"
"1409-PHXTF",54,"110.45","5964.30"
"4560-WQAQW",59,"68.7","4053.3"
"9591-YVTEB",55,"44.85","2466.75"
"9309-BZGNT",69,"29.8","2056.2"
"4274-DRSQT",66,"88.9","5867.4"
"2027-DNKIV",37,"58.75","2173.75"
"8075-GXIUB",9,"19.85","178.65"
"2885-HIJDH",69,"86.9","5996.1"
"5424-RLQLC",10,"59.65","596.50"
"6682-QJDGB",40,"55.25","2210.00"
"6507-DTJZV",13,"66.4","863.2"
"8780-IXSTS",6,"90.1","540.6"
"7673-BQGKU",69,"20.15","1390.35"
"6723-WSNTY",66,"108.1","7134.6"
"9530-EHPOH",11,"53.75","591.25"
"2725-IWWBA",46,"56.9","2617.4"
"0345-HKJVM",6,"89.3","535.8"
"1061-PNTHC",56,"109.6","6137.6"
"0394-YONDK",70,"25.15","1760.50"
"6574-MCOEH",33,"79.15","2611.95"
"7399-QHBJS",72,"66.75","4806.00"
"3049-SOLAY",3,"95.2","285.6"
"0997-YTLNY",19,"48.8","927.2"
"3317-HRTNN",5,"45.7","228.5"
"9479-HYNYL",71,"80.7","5729.7"
"3235-ETOOB",8,"74.5","596.0"
"9708-KFDBY",1,"20.55","20.55"
"8058-INTPH",1,"79.65","79.65"
"3642-GKTCT",61,"115.1","7021.1"
"0774-RMNUW",71,"59.7","4238.7"
"1334-PDUKM",68,"86.45","5878.60"
"0756-MPZRL",46,"33.7","1550.2"
"2242-MFOTG",33,"80.1","2643.3"
"2927-CVULT",53,"104.05","5514.65"
"2144-BFDSO",50,"108.75","5437.50"
"8745-PVESG",57,"41.1","2342.7"
"7647-GYYKX",54,"20.35","1098.90"
"5647-FXOTP",60,"105.9","6354.0"
"5569-OUICF",28,"101.3","2836.4"
"8821-XNHVZ",1,"80.05","80.05"
"2082-OJVTK",29,"89.2","2586.8"
"9700-ISPUP",10,"65.5","655.0"
"9839-ETQOE",43,"40.45","1739.35"
"6078-VESFR",13,"70.45","915.85"
"9027-TMATR",43,"78.8","3388.4"
"5940-NFXKV",19,"83.65","1589.35"
"1941-HOSAM",1,"90.1","90.1"
"9110-HSGTV",69,"82.45","5689.05"
"0704-VCUMB",61,"20.25","1235.25"
"6171-ZTVYB",43,"66.25","2848.75"
"8053-WWDRO",6,"19.5","117.0"
"9564-KCLHR",1,"51.25","51.25"
"1935-IMVBB",56,"89.7","5023.2"
"2535-PBCGC",70,"64.55","4518.50"
"2082-CEFLT",1,"45.6","45.6"
"1470-PSXNM",49,"93.65","4588.85"
"1213-NGCUN",6,"49.65","297.90"
"2498-XLDZR",32,"73.6","2355.2"
"9866-OCCKE",72,"109.75","7902.00"
"5338-YHWYT",37,"61.45","2273.65"
"7718-UPSKJ",69,"106.4","7341.6"
"8731-WBBMB",26,"81.9","2129.4"
"1448-CYWKC",58,"105.2","6101.6"
"7901-IIDQV",24,"54.6","1310.4"
"2690-DVRVK",5,"20.55","102.75"
"5688-KZTSN",15,"20","300"
"1270-XKUCC",30,"19.7","591.0"
"0334-ZFJSR",55,"66.05","3632.75"
"2894-QOJRX",25,"34","850"
"5747-PMBSQ",10,"92.5","925.0"
"5583-EJXRD",44,"54.05","2378.20"
"4565-EVZMJ",47,"58.9","2768.3"
"3143-JQEGI",13,"88.35","1148.55"
"6386-SZZKH",49,"107.95","5289.55"
"3327-YBAKM",64,"96.9","6201.6"
"9441-QHEVC",1,"19.1","19.1"
"6705-LNMDD",20,"50","1000"
"2580-ASVVY",37,"45.4","1679.8"
"3370-GQEAL",30,"85.45","2563.50"
"5032-USPKF",38,"84.1","3195.8"
"2982-IHMFT",1,"74.45","74.45"
"3521-SYVOR",37,"64.75","2395.75"
"4254-QPEDE",52,"66.25","3445.00"
"6283-GITPX",71,"76.9","5459.9"
"9526-JAWYF",26,"89.8","2334.8"
"0771-CHWSK",66,"74.6","4923.6"
"9788-HNGUT",72,"116.95","8420.40"
"9495-REDIY",25,"40.65","1016.25"
"5375-XLDOF",69,"114.35","7890.15"
"1172-VIYBP",53,"69.7","3694.1"
"5649-VUKMC",12,"95.5","1146.0"
"6559-PDZLR",26,"98.65","2564.90"
"8992-OBVDG",21,"61.65","1294.65"
"4273-MBHYA",1,"89.35","89.35"
"4724-WXVWF",48,"95.4","4579.2"
"5701-GUXDC",26,"35.4","920.4"
"1460-UZPRJ",60,"19.95","1197.00"
"6082-GLJIX",18,"19.25","346.50"
"5143-EGQFK",10,"29.65","296.50"
"4919-IKATY",5,"84.5","422.5"
"2495-TTHBQ",4,"20.4","81.6"
"0485-ZBSLN",65,"24.75","1608.75"
"3810-PJUHR",70,"25.35","1774.50"
"9050-QLROH",18,"90.7","1632.6"
"0847-HGRML",62,"20","1240"
"8232-CTLKO",66,"59.75","3943.50"
"9227-YBAXE",65,"82.5","5362.5"
"6168-WFVVF",3,"70.3","210.9"
"9860-LISIZ",34,"20.35","691.90"
"0112-QAWRZ",16,"90.8","1452.8"
"0877-SDMBN",54,"103.95","5613.30"
"2786-GCDPI",50,"104.95","5247.50"
"4043-MKDTV",71,"105.25","7472.75"
"8065-YKXKD",10,"74.75","747.50"
"9637-EIHEQ",1,"50.8","50.8"
"9229-RQABD",18,"23.75","427.50"
"8313-KTIHG",4,"61.3","245.2"
"5320-BRKGK",58,"75.8","4396.4"
"6284-KMNUF",56,"98","5488"
"9689-PTNPG",2,"80.25","160.50"
"9465-RWMXL",32,"78.9","2524.8"
"6229-UOLQL",56,"52","2912"
"2362-IBOOY",36,"84.75","3051.00"
"3137-LUPIX",4,"64.4","257.6"
"0843-WTBXE",53,"85.45","4528.85"
"6143-JQKEA",10,"45.8","458.0"
"8676-OOQEJ",4,"30.5","122.0"
"5515-IDEJJ",1,"19.9","19.9"
"9701-CDXHR",51,"69.15","3526.65"
"7450-NWRTR",12,"99.45","1193.40"
"8124-NZVGJ",6,"49.25","295.50"
"2162-FRZAA",63,"39.35","2479.05"
"5376-DEQCP",1,"70.6","70.6"
"5118-MUEYH",48,"105.1","5044.8"
"9095-HFAFX",5,"81","405"
"5627-TVBPP",35,"20.1","703.5"
"2379-ENZGV",6,"84.85","509.10"
"3936-QQFLL",2,"19.75","39.50"
"2589-AYCRP",50,"19.75","987.50"
"4067-HLYQI",33,"70.4","2323.2"
"5124-EOGYE",31,"20.45","633.95"
"5057-RKGLH",9,"20.35","183.15"
"0292-WEGCH",54,"86.2","4654.8"
"8910-ICHIU",46,"95.65","4399.90"
"4097-YODCF",34,"103.8","3529.2"
"9715-WZCLW",71,"97.2","6901.2"
"9786-YWNHU",63,"63.55","4003.65"
"6407-GSJNL",51,"24.95","1272.45"
"6005-OBZPH",26,"89.15","2317.90"
"4049-ZPALD",64,"99","6336"
"7932-WPTDS",1,"24.8","24.8"
"3733-UOCWF",61,"85.55","5218.55"
"6833-JMZYP",15,"94","1410"
"2722-VOJQL",64,"105.65","6761.60"
"1310-QRITU",18,"50.3","905.4"
"8961-QDZZJ",57,"95","5415"
"9715-SBVSU",14,"61.4","859.6"
"8490-BXHEO",18,"80.55","1449.90"
"7173-TETGO",72,"78.5","5652.0"
"7929-SKFGK",70,"114.3","8001.0"
"2300-RQGOI",38,"20.05","761.90"
"3563-SVYLG",68,"62.65","4260.20"
"5228-EXCET",13,"80.85","1051.05"
"6435-VWCCY",65,"92.7","6025.5"
"4998-IKFSE",30,"100.45","3013.50"
"8630-QSGXK",51,"75.2","3835.2"
"2455-USLMV",31,"84.75","2627.25"
"7394-FKDNK",9,"89.45","805.05"
"9488-FVZCC",72,"79.5","5724.0"
"6331-LWDTQ",10,"72.15","721.50"
"5995-WWKKG",37,"19.8","732.6"
"1597-FZREH",2,"76.4","152.8"
"7879-CGSFV",55,"100.9","5549.5"
"9921-EZKBY",33,"95.3","3144.9"
"7432-FFVAR",46,"90.95","4183.70"
"7246-ZGQDF",1,"54.5","54.5"
"7000-WCEVQ",20,"61.6","1232.0"
"0727-IWKVK",9,"79.9","719.1"
"5959-BELXA",32,"96.15","3076.80"
"4456-RHSNB",19,"49.6","942.4"
"3512-IZIKN",70,"65.3","4571.0"
"2481-SBOYW",61,"25","1525"
"7109-MFBYV",26,"45.45","1181.70"
"1833-TCXKK",45,"107.75","4848.75"
"1832-PEUTS",62,"89.1","5524.2"
"6141-OOXUQ",1,"19.65","19.65"
"8660-BUETV",3,"44.75","134.25"
"0580-PIQHM",41,"101.6","4165.6"
"5696-CEIQJ",67,"103.15","6911.05"
"7503-ZGUZJ",1,"84.65","84.65"
"1696-HXOWK",71,"95.65","6791.15"
"3026-ATZYV",37,"75.1","2778.7"
"4012-YCFAI",60,"61.35","3681.00"
"2506-TNFCO",1,"69.55","69.55"
"9970-QBCDA",6,"19.7","118.2"
"8718-PTMEZ",13,"31.05","403.65"
"9496-IVVRP",11,"51","561"
"2207-OBZNX",7,"51","357"
"2657-VPXTA",10,"88.85","888.50"
"6551-VLJMV",34,"20.05","681.70"
"1221-GHZEP",62,"65.1","4036.2"
"9289-LBQVU",64,"70.15","4489.60"
"6142-VSJQO",1,"44.35","44.35"
"3458-IDMFK",25,"20.75","518.75"
"6933-FHBZC",26,"56.05","1457.30"
"0221-NAUXK",10,"19.95","199.50"
"9770-KXGQU",53,"98.6","5225.8"
"6437-UKHMV",7,"79.7","557.9"
"6538-POCHL",33,"79","2607"
"6726-NNFWD",71,"89.45","6350.95"
"3002-WQZWT",29,"74.2","2151.8"
"4277-UDIEF",24,"81","1944"
"1208-NBVFH",20,"49.6","992.0"
"4912-PIGUY",1,"84.6","84.6"
"1114-CENIM",54,"55","2970"
"6060-DRTNL",5,"84.85","424.25"
"2725-TTRIQ",72,"84.2","6062.4"
"3374-TTZTK",52,"106.3","5527.6"
"8990-ZXLSU",9,"69.05","621.45"
"2275-RBYQS",1,"45.4","45.4"
"8473-VUVJN",1,"73.65","73.65"
"6289-CPNLD",33,"73.9","2438.7"
"5536-SLHPM",55,"77.75","4276.25"
"4419-UJMUS",69,"99.35","6855.15"
"7794-JASDG",1,"50.75","50.75"
"7609-YBPXG",54,"87.1","4703.4"
"5519-TEEUH",33,"20.15","664.95"
"7856-GANIL",45,"98.7","4441.5"
"0804-XBFBV",11,"25.2","277.2"
"2676-OXPPQ",6,"55.7","334.2"
"3703-TTEPD",21,"65.35","1372.35"
"2799-TSLAG",65,"25.3","1644.5"
"0196-VULGZ",6,"84.35","506.10"
"8837-VVWLQ",8,"84.95","679.60"
"2696-NARTR",11,"73.85","812.35"
"2208-NKVVH",43,"24.25","1042.75"
"7614-QVWQL",49,"51.8","2538.2"
"1976-CFOCS",1,"46","46"
"4631-OACRM",15,"79.4","1191.0"
"7139-JZFVG",60,"60.5","3630.0"
"4987-GQWPO",17,"25.1","426.7"
"3755-JBMNH",16,"71.8","1148.8"
"1757-TCATG",35,"20.05","701.75"
"6345-ULYRW",44,"88.4","3889.6"
"4776-XSKYQ",12,"30.25","363.00"
"8048-DSDFQ",1,"20.2","20.2"
"5753-QQWPW",28,"59.9","1677.2"
"6010-DDPPW",70,"25.15","1760.50"
"1809-DMJHQ",5,"46","230"
"6693-FRIRW",18,"101.3","1823.4"
"6586-MYGKD",70,"76.95","5386.50"
"3173-NVMPX",9,"55.3","497.7"
"0248-PGHBZ",67,"92.45","6194.15"
"0623-GDISB",1,"48.45","48.45"
"2892-GESUL",18,"19.35","348.30"
"6923-EFPNL",4,"51.75","207.00"
"7472-EQOAV",71,"86.7","6155.7"
"9574-RKJIF",30,"94.4","2832.0"
"2043-WVTQJ",1,"55.7","55.7"
"8034-RYTVV",55,"84.25","4633.75"
"3863-QSTYI",59,"64.65","3814.35"
"2619-WFQWU",1,"70.15","70.15"
"5044-LRQAQ",7,"69.2","484.4"
"1716-LSAMB",45,"54.65","2459.25"
"1333-PBMXB",54,"24.75","1336.50"
"6546-OPBBH",51,"23.95","1221.45"
"5985-BEHZK",72,"105","7560"
"9127-QRZMH",44,"59.85","2633.40"
"5919-VCZYM",2,"20.05","40.10"
"9644-KVCNC",66,"92.15","6081.90"
"2137-DQMEV",68,"44.8","3046.4"
"8174-LNWMW",31,"20.9","647.9"
"9279-CJEOJ",21,"95.4","2003.4"
"7964-VEXDG",21,"80.35","1687.35"
"2404-JIBFC",55,"85.1","4680.5"
"0778-NELLA",9,"34.7","312.3"
"8029-XYPWT",71,"115.05","8168.55"
"4614-NUVZD",1,"81.1","81.1"
"4632-PAOYU",22,"19.95","438.90"
"3803-KMQFW",1,"20.55","20.55"
"6804-GDMOI",61,"106.6","6502.6"
"2990-OGYTD",67,"86.15","5772.05"
"6646-JPPHA",14,"78.85","1103.90"
"9572-MTILT",59,"106.75","6298.25"
"7658-UYUQS",21,"86.55","1817.55"
"7880-XSOJX",4,"42.4","169.6"
"9611-CTWIH",3,"89.45","268.35"
"4589-IUAJB",70,"24.25","1697.50"
"0329-GTIAJ",3,"97.9","293.7"
"8746-BFOAJ",21,"20.5","430.5"
"8457-XIGKN",20,"19.6","392.0"
"6072-NUQCB",22,"20.25","445.50"
"6629-CZTTH",1,"55.7","55.7"
"8838-GPHZP",63,"20.6","1297.8"
"8750-QWZAJ",70,"19.8","1386.0"
"5364-EVNIB",13,"79.8","1037.4"
"6918-UMQCG",5,"80.2","401.0"
"0675-NCDYU",72,"116.4","8380.8"
"6339-DKLMK",13,"31.65","411.45"
"1346-PJWTK",61,"94.15","5743.15"
"5088-QZLRL",1,"20.65","20.65"
"8023-QHAIO",56,"76.85","4303.60"
"4397-FRLTA",4,"20.15","80.60"
"3057-VJJQE",35,"55.25","1933.75"
"5087-SUURX",18,"39.05","702.90"
"2302-OUZXB",72,"82.15","5914.80"
"8133-ANHHJ",49,"103","5047"
"2270-CHBFN",44,"95.1","4184.4"
"0013-EXCHZ",3,"83.9","251.7"
"5982-FPVQN",37,"95.15","3520.55"
"9107-UKCKY",61,"79.8","4867.8"
"4654-ULTTN",70,"74.8","5236.0"
"5550-VFRLC",1,"69.85","69.85"
"5546-BYZSM",41,"20.45","838.45"
"1492-KGETH",70,"78.35","5484.50"
"4929-BSTRX",1,"53.55","53.55"
"4163-HFTUK",51,"19.1","974.1"
"8215-NGSPE",42,"20","840"
"2225-ZRGSG",70,"93.9","6573.0"
"8859-YSTWS",48,"19.95","957.60"
"5271-YNWVR",68,"113.15","7694.20"
"7601-DHFWZ",48,"24","1152"
"2657-ALMWY",26,"84.95","2208.70"
"6330-JKLPC",11,"80.5","885.5"
"4667-OHGKG",1,"19.3","19.3"
"1998-VHJHK",27,"19.15","517.05"
"1707-HABPF",46,"91.3","4199.8"
"1660-HSOOQ",1,"49.65","49.65"
"7253-UVNDW",46,"54.35","2500.10"
"0487-VVUVK",25,"19.15","478.75"
"7228-OMTPN",4,"88.45","353.80"
"5063-IUOKK",13,"19.75","256.75"
"4508-OEBEY",31,"75.5","2340.5"
"0027-KWYKW",23,"83.75","1926.25"
"2308-STERM",2,"19.4","38.8"
"5982-XMDEX",65,"26.5","1722.5"
"6284-AHOOQ",22,"90.5","1991.0"
"6051-PTVNS",55,"19.15","1053.25"
"2344-JMOGN",9,"94.85","853.65"
"3799-ISUZQ",7,"69.95","489.65"
"2877-VDUER",35,"40.9","1431.5"
"9152-AMKAK",6,"80.25","481.50"
"1794-HBQTJ",1,"48.6","48.6"
"9432-VOFYX",17,"70.8","1203.6"
"8049-WJCLQ",10,"60.2","602.0"
"6586-PSJOX",15,"55.2","828.0"
"2460-FPSYH",40,"55.8","2232.0"
"9705-ZJBCG",13,"54.15","703.95"
"4818-DRBQT",29,"80.15","2324.35"
"1320-HTRDR",3,"75.5","226.5"
"6847-KJLTS",58,"100.4","5823.2"
"9670-BPNXF",45,"62.55","2814.75"
"3913-FCUUW",72,"70.45","5072.40"
"3301-VKTGC",68,"85.5","5814.0"
"1493-AMTIE",1,"20.2","20.2"
"9555-SAHUZ",38,"54.5","2071.0"
"0816-TSPHQ",2,"20.75","41.50"
"9932-WBWIK",11,"20.35","223.85"
"4619-EVPHY",20,"91","1820"
"5286-YHCVC",72,"104.8","7545.6"
"6424-ELEYH",3,"74.75","224.25"
"4391-RESHN",23,"104.05","2393.15"
"9115-YQHGA",40,"51.1","2044.0"
"4462-CYWMH",62,"89.8","5567.6"
"8963-MQVYN",22,"20.55","452.10"
"2458-EOMRE",11,"64.05","704.55"
"9334-GWGOW",7,"74.85","523.95"
"6821-BUXUX",13,"96.65","1256.45"
"5028-HTLJB",1,"20.05","20.05"
"9801-GDWGV",39,"103.45","4034.55"
"6542-LWGXJ",3,"25","75"
"5567-GZKQY",58,"20.3","1177.4"
"1222-LRYKO",6,"26.35","158.10"
"2320-JRSDE",1,"19.9","19.9"
"2087-QAREY",22,"54.7","1203.4"
"0601-WZHJF",14,"46.35","648.90"
"4423-JWZJN",64,"90.25","5776.00"
"5143-WMWOG",1,"19.95","19.95"
"6490-FGZAT",6,"20.65","123.90"
"5393-RXQSZ",1,"79.6","79.6"
"7452-FOLON",39,"25.45","992.55"
"2320-TZRRH",20,"19.5","390.0"
"0231-LXVAP",1,"75.9","75.9"
"9444-JTXHZ",1,"76.2","76.2"
"4942-VZZOM",64,"66.15","4233.60"
"5510-BOIUJ",1,"19.25","19.25"
"7502-BNYGS",46,"69.1","3178.6"
"4291-HYEBC",28,"39.1","1094.8"
"6147-CBCRA",33,"20.05","661.65"
"6047-SUHPR",39,"59.8","2332.2"
"4471-KXAUH",42,"84.3","3540.6"
"9752-ZNQUT",1,"48.6","48.6"
"7638-QVMVY",7,"79","553"
"1576-PFZIW",70,"105.35","7374.50"
"5666-MBJPT",65,"25.1","1631.5"
"7312-XSBAT",1,"49.75","49.75"
"3096-GKWEB",18,"94.75","1705.50"
"2371-JQHZZ",24,"93","2232"
"0674-GCDXG",63,"71.9","4529.7"
"1121-QSIVB",44,"77.55","3412.20"
"4396-KLSEH",4,"19.85","79.40"
"3244-DCJWY",1,"70.25","70.25"
"2824-MYYBN",37,"95.25","3524.25"
"0875-CABNR",10,"84.6","846.0"
"6345-HOVES",34,"25.05","851.70"
"8318-LCNBW",35,"53.15","1860.25"
"6469-QJKZW",4,"20.15","80.60"
"0147-ESWWR",39,"101.25","3948.75"
"1217-VASWC",43,"100.55","4323.65"
"7812-FZHPE",17,"24.1","409.7"
"6370-ZVHDV",61,"25.3","1543.3"
"5915-DGNVC",49,"71.8","3518.2"
"6260-XLACS",4,"19.7","78.8"
"3566-CAAYU",64,"49.85","3190.40"
"4983-CCWMC",3,"69.6","208.8"
"9103-CXVOK",1,"19.75","19.75"
"2896-TBNBE",40,"80.8","3232.0"
"4797-AXPXK",1,"60","60"
"5229-PRWKT",8,"86.55","692.40"
"6982-UQZLY",1,"20.85","20.85"
"2522-WLNSF",34,"64.2","2182.8"
"3841-CONLJ",1,"35","35"
"5057-LCOUI",39,"50.75","1979.25"
"0193-ESZXP",58,"105.5","6119.0"
"4475-NVTLU",45,"19.2","864.0"
"4369-HTUIF",6,"85.15","510.90"
"9386-LDCZR",43,"90.65","3897.95"
"9585-KKMFD",41,"20","820"
"5399-ZIMKF",5,"74.65","373.25"
"0336-KXKFK",72,"61.2","4406.4"
"5619-XZZKR",4,"19.95","79.80"
"3948-FVVRP",9,"54.8","493.2"
"5327-XOKKY",72,"73.45","5288.40"
"0983-TATYJ",33,"51.45","1697.85"
"1813-JYWTO",72,"80.45","5792.40"
"0156-FVPTA",22,"54.2","1192.4"
"1984-FCOWB",70,"109.5","7665.0"
"0654-HMSHN",21,"104.4","2192.4"
"6719-OXYBR",15,"85.3","1279.5"
"3312-ZWLGF",29,"79.3","2299.7"
"6476-YHMGA",15,"76.5","1147.5"
"5287-QWLKY",71,"105.1","7462.1"
"0795-XCCTE",72,"25.4","1828.8"
"0168-XZKBB",19,"86.85","1650.15"
"3785-NRHYR",1,"19.65","19.65"
"5196-SGOAK",1,"75.7","75.7"
"4537-DKTAL",2,"45.55","91.10"
"7072-MBHEV",11,"78.1","859.1"
"5602-BVFMK",12,"19.3","231.6"
"6297-NOOPG",70,"110.5","7735.0"
"1891-UAWWU",20,"90.8","1816.0"
"8204-TIFGJ",23,"20.3","466.9"
"8050-DVOJX",49,"81.35","3986.15"
"6108-OQZDQ",4,"97.95","391.80"
"0363-QJVFX",32,"108.15","3460.80"
"8903-XEBGX",2,"55.3","110.6"
"8169-SAEJD",69,"56.55","3901.95"
"9840-DVNDC",6,"80.5","483.0"
"1089-XZWHH",24,"19.7","472.8"
"2325-WINES",32,"104.05","3329.60"
"6064-ZATLR",27,"52.85","1426.95"
"3096-JRDSO",27,"104.3","2816.1"
"7824-PANSQ",58,"80.65","4677.70"
"8042-JVNFH",1,"71.35","71.35"
"9648-BCHKM",18,"24.65","443.70"
"2888-ADFAO",47,"21.3","1001.1"
"8707-HOEDG",70,"110.2","7714.0"
"3374-LXDEV",13,"89.4","1162.2"
"4072-IPYLT",36,"51.05","1837.80"
"7167-PCEYD",67,"19.8","1326.6"
"4936-YPJNK",10,"19.9","199.0"
"1580-BMCMR",19,"87.3","1658.7"
"4817-KEQSP",71,"19.85","1409.35"
"6408-WHTEF",72,"89.4","6436.8"
"9251-AWQGT",48,"20","960"
"8749-CLJXC",1,"20.05","20.05"
"7989-VCQOH",18,"83.25","1498.50"
"5049-GLYVG",1,"20.6","20.6"
"4199-QHJNM",67,"102.9","6894.3"
"8882-TLVRW",69,"39.1","2697.9"
"5883-GTGVD",19,"99.95","1899.05"
"5135-GRQJV",72,"114.5","8244.0"
"2384-OVPSA",38,"20.2","767.6"
"1371-WEPDS",40,"55.8","2232.0"
"3580-GICBM",61,"24.2","1476.2"
"4817-QRJSX",10,"81","810"
"9730-DRTMJ",32,"72.8","2329.6"
"4686-UXDML",21,"99.85","2096.85"
"3349-ANQNH",59,"99.5","5870.5"
"2398-YPMUR",13,"70.15","911.95"
"0932-YIXYU",47,"20.25","951.75"
"7480-SPLEF",69,"26","1794"
"7636-XUHWW",2,"19.9","39.8"
"1431-CYWMH",22,"19.05","419.10"
"5937-EORGB",15,"96.5","1447.5"
"6349-JDHQP",53,"19.85","1052.05"
"5539-HIVAK",28,"25.7","719.6"
"5847-MXBEO",22,"20.3","446.6"
"9985-MWVIX",1,"70.15","70.15"
"4583-PARNH",16,"91.55","1464.80"
"1116-FRYVH",48,"39.4","1891.2"
"1421-HCERK",30,"105.7","3171.0"
"9633-XQABV",3,"70.25","210.75"
"0716-BQNDX",57,"93.75","5343.75"
"1265-XTECC",68,"96.55","6565.40"
"1183-CANVH",23,"60","1380"
"1972-XMUWV",65,"59.8","3887.0"
"8679-LZBMD",44,"90.65","3988.60"
"3407-JMJQQ",71,"109","7739"
"6252-DFGTK",37,"68.1","2519.7"
"1539-LNKHM",12,"20.4","244.8"
"8645-KOMJQ",69,"81.95","5654.55"
"0289-IVARM",35,"60.55","2119.25"
"9761-XUJWD",5,"65.6","328.0"
"4057-FKCZK",58,"82.5","4785.0"
"4291-TPNFG",72,"82.3","5925.6"
"6087-YPWHO",72,"68.15","4906.80"
"3090-QFUVD",1,"20.3","20.3"
"2237-ZFSMY",39,"95.55","3726.45"
"1722-LDZJS",53,"20.2","1070.6"
"1818-ESQMW",27,"89.2","2408.4"
"4871-JTKJF",1,"69.65","69.65"
"1415-YFWLT",1,"89.3","89.3"
"7401-RUBNK",18,"74.8","1346.4"
"0506-YLVKJ",46,"20.2","929.2"
"8661-BOYNW",72,"84.4","6076.8"
"6711-VTNRE",36,"87.55","3151.80"
"4815-GBTCD",4,"25.15","100.60"
"2805-AUFQN",25,"19.8","495.0"
"0980-PVMRC",40,"50.85","2034.00"
"7233-DRTRF",63,"102.4","6451.2"
"3500-RMZLT",15,"96.3","1444.5"
"3873-NFTGI",14,"55.5","777.0"
"1162-ECVII",72,"109.75","7902.00"
"7048-GXDAY",39,"106.4","4149.6"
"8571-ZCMCX",47,"60","2820"
"1169-WCVAK",19,"88.8","1687.2"
"4548-SDBKE",5,"85.2","426.0"
"8066-POXGX",13,"35.1","456.3"
"7129-CAKJW",17,"80.05","1360.85"
"8695-ARGXZ",34,"75.55","2568.70"
"3570-YUEKJ",42,"49.55","2081.10"
"4143-OOBWZ",5,"81.3","406.5"
"1555-HAPSU",71,"23.9","1696.9"
"1697-NVVGY",19,"66.4","1261.6"
"7854-EKTJL",2,"19.6","39.2"
"8464-EETCQ",57,"18.8","1071.6"
"2419-FSORS",72,"108.4","7804.8"
"8132-YPVBX",6,"85.95","515.70"
"9102-IAYHT",17,"85.45","1452.65"
"6754-LZUKA",61,"80.9","4934.9"
"3422-LYEPQ",1,"71","71"
"8099-MZPUJ",48,"111.8","5366.4"
"0787-LHDYT",16,"20.6","329.6"
